time,open,high,low,close
1739224800,1.43143,1.43449,1.42783,1.42799
1739311200,1.42799,1.43418,1.4255,1.43001
1739397600,1.43001,1.43045,1.41824,1.419
1739484000,1.419,1.42002,1.41501,1.41788
1739743200,1.4173200000000001,1.41937,1.41587,1.41785
1739829600,1.41785,1.4212200000000001,1.41736,1.4194
1739916000,1.4194,1.42449,1.41748,1.42293
1740002400,1.42293,1.42439,1.41656,1.41686
1740088800,1.41686,1.42355,1.41657,1.42144
1740348000,1.42144,1.42673,1.41812,1.4255900000000001
1740434400,1.42558,1.43169,1.4239,1.4310399999999999
1740520800,1.4310399999999999,1.4367699999999999,1.42932,1.43354
1740607200,1.43354,1.44486,1.43215,1.44341
1740693600,1.44341,1.44703,1.43989,1.44579
1740952800,1.44372,1.45411,1.43672,1.44816
1741039200,1.44816,1.45424,1.43698,1.43866
1741125600,1.43866,1.4449,1.4329399999999999,1.43332
1741212000,1.43332,1.43758,1.4237199999999999,1.42925
1741298400,1.42925,1.44256,1.42787,1.43611
1741554000,1.43714,1.44718,1.43523,1.44344
1741640400,1.44344,1.45206,1.43781,1.4434
1741726800,1.4434,1.44841,1.43525,1.43671
1741813200,1.43671,1.44507,1.43583,1.44362
1741899600,1.44362,1.4443599999999999,1.43541,1.43686
1742158800,1.43823,1.43823,1.42747,1.4288
1742245200,1.4288,1.4318899999999999,1.4258899999999999,1.42918
1742331600,1.42918,1.43481,1.4289399999999999,1.43246
1742418000,1.43246,1.44007,1.4312,1.43223
1742504400,1.43223,1.43722,1.4312799999999999,1.43488
1742763600,1.43473,1.43499,1.42886,1.43124
1742850000,1.43124,1.4332099999999999,1.42702,1.42748
1742936400,1.42748,1.42975,1.42344,1.42651
1743022800,1.42651,1.43282,1.42587,1.43042
1743109200,1.43042,1.43324,1.42756,1.43112
1743368400,1.43057,1.43951,1.42985,1.43861
1743454800,1.43861,1.44145,1.42973,1.43019
1743541200,1.43019,1.43654,1.42262,1.42316
1743627600,1.42316,1.43183,1.40248,1.40946
1743714000,1.40946,1.42585,1.4052499999999999,1.42252
1743973200,1.42631,1.42954,1.41748,1.4247
1744059600,1.4247,1.42712,1.41421,1.42637
1744146000,1.42637,1.42726,1.40734,1.40772
1744232400,1.40772,1.41096,1.39506,1.39764
1744318800,1.39764,1.39839,1.38382,1.38624
1744578000,1.3855,1.391,1.38278,1.38682
1744664400,1.38682,1.39768,1.3849,1.39572
1744750800,1.39572,1.3964699999999999,1.38518,1.38518
1744837200,1.38518,1.39051,1.38275,1.38321
1744923600,1.38321,1.3869,1.38259,1.38405
1745182800,1.38302,1.3848799999999999,1.37802,1.38382
1745269200,1.38382,1.38611,1.37922,1.38072
1745355600,1.38072,1.39039,1.37972,1.38763
1745442000,1.38763,1.38982,1.38388,1.38499
1745528400,1.38499,1.38918,1.3842999999999999,1.38475
1745787600,1.38611,1.38921,1.38158,1.3828099999999999
1745874000,1.3828099999999999,1.38709,1.38078,1.38301
1745960400,1.38301,1.38547,1.37692,1.37972
1746046800,1.37972,1.38615,1.37836,1.38527
1746133200,1.38527,1.3854899999999999,1.3759299999999999,1.38116
1746392400,1.3794899999999999,1.38292,1.37857,1.38234
1746478800,1.38234,1.38444,1.37497,1.37748
1746565200,1.37748,1.38384,1.37626,1.38375
1746651600,1.38375,1.39322,1.38127,1.39206
1746738000,1.39206,1.39438,1.39056,1.3929799999999999
1746997200,1.38878,1.40151,1.38878,1.39736
1747083600,1.39736,1.40157,1.39303,1.3935
1747170000,1.3935,1.39856,1.39007,1.3981299999999999
1747256400,1.3981299999999999,1.40039,1.39548,1.3956899999999999
1747342800,1.3956899999999999,1.39949,1.39344,1.3965
1747602000,1.39687,1.39722,1.39164,1.39502
1747688400,1.39502,1.39677,1.39083,1.39147
1747774800,1.39147,1.39181,1.38134,1.38584
1747861200,1.38584,1.38882,1.3845399999999999,1.38558
1747947600,1.38558,1.3861999999999999,1.37086,1.37269
1748206800,1.37137,1.37386,1.36853,1.37347
1748293200,1.37347,1.38348,1.37213,1.38079
1748379600,1.38079,1.38439,1.3800299999999999,1.38352
1748466000,1.38352,1.38609,1.37841,1.3807
1748552400,1.3807,1.38291,1.37133,1.37347
1748811600,1.37385,1.37385,1.36737,1.3712199999999999
1748898000,1.3712199999999999,1.37423,1.37006,1.3719
1748984400,1.3719,1.37311,1.36516,1.3677599999999999
1749070800,1.3677599999999999,1.36832,1.36338,1.36731
1749157200,1.36731,1.3703699999999999,1.36594,1.3687799999999999
1749416400,1.3687799999999999,1.37069,1.36684,1.36992
1749502800,1.36992,1.3728,1.3667099999999999,1.36691
1749589200,1.36691,1.36895,1.36489,1.36681
1749675600,1.36681,1.3674899999999999,1.35986,1.36014
1749762000,1.36014,1.36511,1.35654,1.35777
1750021200,1.35777,1.36064,1.35389,1.35693
1750107600,1.35693,1.36927,1.3555599999999999,1.36743
1750194000,1.36743,1.3702699999999999,1.36336,1.36927
1750280400,1.36927,1.37456,1.36809,1.36985
1750366800,1.36985,1.37465,1.36866,1.37317
1750626000,1.37547,1.37972,1.37242,1.3733199999999999
1750712400,1.3733199999999999,1.37373,1.3677599999999999,1.37234
1750798800,1.37234,1.3754,1.37068,1.37232
1750885200,1.37232,1.3723699999999999,1.36168,1.36386
1750971600,1.36386,1.3758299999999999,1.36269,1.36771
1751230800,1.36876,1.3699299999999999,1.35991,1.36014
1751317200,1.36021,1.36672,1.3591,1.36454
1751403600,1.36454,1.36588,1.35833,1.35864
1751490000,1.35864,1.36238,1.35564,1.35816
1751576400,1.35816,1.3617,1.35664,1.3596
1751835600,1.35869,1.36856,1.35869,1.3681699999999999
1751922000,1.3681699999999999,1.36944,1.36382,1.3659
1752008400,1.3659,1.371,1.36537,1.36846
1752094800,1.36846,1.37084,1.36536,1.36542
1752181200,1.36542,1.37309,1.36504,1.36843
1752440400,1.3698,1.37082,1.36697,1.37054
1752526800,1.37054,1.37299,1.36715,1.37214
1752613200,1.37214,1.37557,1.36798,1.3681
1752699600,1.3681,1.37743,1.36759,1.37519
1752786000,1.37519,1.3753,1.36955,1.3718
1753045200,1.37083,1.37347,1.36776,1.3682
1753131600,1.3682,1.36955,1.36026,1.36047
1753218000,1.36047,1.36289,1.35753,1.35963
1753304400,1.35963,1.36547,1.3589499999999999,1.36326
1753390800,1.36326,1.37259,1.363,1.3697
1753650000,1.37028,1.37423,1.36885,1.3738
1753736400,1.3738,1.37884,1.37285,1.37698
1753822800,1.37698,1.38453,1.37584,1.38274
1753909200,1.38274,1.3858,1.38131,1.38521
1753995600,1.38521,1.3879299999999999,1.3762699999999999,1.37867
1754254800,1.3772199999999999,1.3795,1.3758299999999999,1.37778
1754341200,1.37778,1.38103,1.37632,1.37709
1754427600,1.37709,1.37797,1.37351,1.37394
1754514000,1.37394,1.37737,1.3721,1.37442
1754600400,1.37442,1.37636,1.37254,1.37538
1754859600,1.37465,1.37954,1.37445,1.37778
1754946000,1.37778,1.3806,1.37539,1.37719
1755032400,1.37719,1.37821,1.37514,1.37579
1755118800,1.37579,1.38195,1.3744399999999999,1.38159
1755205200,1.38159,1.38194,1.37875,1.38137
1755464400,1.38097,1.3831499999999999,1.37829,1.38022
1755550800,1.38022,1.387,1.37963,1.38673
1755637200,1.38673,1.38836,1.38534,1.38728
1755723600,1.38728,1.39124,1.38677,1.39101
1755810000,1.39101,1.39247,1.38144,1.382
1756069200,1.3822,1.38641,1.38168,1.38589
1756155600,1.38589,1.3868,1.3822,1.38383
1756242000,1.38383,1.38578,1.37826,1.37893
1756328400,1.37893,1.37902,1.37412,1.37487
1756414800,1.37487,1.37793,1.37264,1.37375
1756674000,1.37375,1.3762,1.37273,1.37503
1756760400,1.37503,1.3815,1.37435,1.3782
1756846800,1.3782,1.38077,1.37739,1.37929
1756933200,1.37929,1.38455,1.37896,1.38182
1757019600,1.38182,1.38543,1.37561,1.38233
1757278800,1.38282,1.38442,1.3788,1.38025
1757365200,1.38025,1.38599,1.3793199999999999,1.38414
1757451600,1.38414,1.3869799999999999,1.38304,1.38621
1757538000,1.38621,1.38922,1.3826,1.38317
1757624400,1.38317,1.38635,1.38285,1.38433
1757883600,1.38433,1.38458,1.37668,1.37779
1757970000,1.37779,1.3782699999999999,1.37344,1.3738299999999999
1758056400,1.3738299999999999,1.37872,1.37264,1.37729
1758142800,1.37729,1.38098,1.37647,1.37967
1758229200,1.37967,1.38252,1.3768799999999999,1.37713
1758488400,1.37713,1.38318,1.37713,1.38178
1758574800,1.38178,1.38501,1.38097,1.38341
1758661200,1.38341,1.3907,1.38282,1.38956
1758747600,1.38956,1.39494,1.38849,1.394
1758834000,1.394,1.39587,1.39252,1.39378
1759093200,1.39378,1.39473,1.39031,1.39128
1759179600,1.39128,1.39358,1.38963,1.39194
1759266000,1.39194,1.39571,1.39069,1.39344
1759352400,1.39344,1.39862,1.39288,1.39668
1759438800,1.39668,1.39691,1.39395,1.3944
1759698000,1.39548,1.39675,1.39402,1.39418
1759784400,1.39418,1.39628,1.39387,1.39492
1759870800,1.39492,1.39712,1.39316,1.39499
1759957200,1.39499,1.40339,1.39334,1.40147
1760043600,1.40147,1.40341,1.39758,1.39958
1760302800,1.39848,1.40394,1.39827,1.40339
1760389200,1.40339,1.408,1.40277,1.40416
1760475600,1.40416,1.40598,1.40266,1.40382
1760562000,1.40382,1.40608,1.40224,1.40537
1760648400,1.40537,1.4067,1.40086,1.4017
1760907600,1.40134,1.4051,1.40051,1.40373
1760994000,1.40373,1.40658,1.40033,1.40213
1761080400,1.40213,1.40323,1.39757,1.39928
1761166800,1.39928,1.40048,1.39796,1.39911
1761253200,1.39911,1.4039,1.39726,1.39927
1761512400,1.4006399999999999,1.40096,1.39702,1.39896
1761598800,1.39896,1.40056,1.39332,1.39452
1761685200,1.39452,1.39549,1.38878,1.39421
1761771600,1.39421,1.40141,1.39267,1.39842
1761858000,1.39842,1.40355,1.39787,1.40014
1762120800,1.39913,1.40759,1.39913,1.40557
1762207200,1.40557,1.41079,1.40529,1.41028
1762293600,1.41028,1.41405,1.40942,1.41078
1762380000,1.41078,1.41402,1.409,1.41169
1762466400,1.41169,1.41261,1.40271,1.4044699999999999
1762725600,1.4044699999999999,1.40463,1.40009,1.40211
1762812000,1.40211,1.4041,1.40018,1.40163
1762898400,1.40163,1.40216,1.399,1.40053
1762984800,1.40053,1.40379,1.39852,1.40354
1763071200,1.40354,1.40453,1.40141,1.40182
1763330400,1.40182,1.40579,1.40153,1.40545
1763416800,1.40545,1.40623,1.39712,1.39882
1763503200,1.39882,1.40654,1.39807,1.40488
1763589600,1.40488,1.40608,1.40405,1.40588
